Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2022-11-28 14:30:00-05:00,282.4200134277344,282.9800109863281,281.80999755859375,281.91900634765625,0,0.0,0.0,0.0
2022-11-28 15:30:00-05:00,281.9200134277344,282.8999938964844,281.760009765625,282.6400146484375,4587015,0.0,0.0,0.0
2022-11-29 09:30:00-05:00,282.94000244140625,283.1000061035156,281.489990234375,283.0400085449219,8711323,0.0,0.0,0.0
2022-11-29 10:30:00-05:00,283.0400085449219,283.3500061035156,279.1700134277344,279.7799987792969,7371698,0.0,0.0,0.0
2022-11-29 11:30:00-05:00,279.75,280.760009765625,279.510009765625,280.3699951171875,3972776,0.0,0.0,0.0
2022-11-29 12:30:00-05:00,280.3900146484375,281.2898864746094,279.5,279.5,3672202,0.0,0.0,0.0
2022-11-29 13:30:00-05:00,279.510009765625,281.30999755859375,279.45001220703125,280.2550048828125,3664527,0.0,0.0,0.0
2022-11-29 14:30:00-05:00,280.2799987792969,280.68548583984375,279.760009765625,280.3349914550781,3554436,0.0,0.0,0.0
2022-11-29 15:30:00-05:00,280.3299865722656,280.7300109863281,280.05999755859375,280.5400085449219,3203570,0.0,0.0,0.0
2022-11-30 09:30:00-05:00,280.8399963378906,281.9700012207031,280.4700012207031,281.3500061035156,8302095,0.0,0.0,0.0
2022-11-30 10:30:00-05:00,281.3500061035156,281.4797058105469,280.29998779296875,281.2699890136719,3971534,0.0,0.0,0.0
2022-11-30 11:30:00-05:00,281.260009765625,281.8299865722656,279.9700012207031,280.42999267578125,3612961,0.0,0.0,0.0
2022-11-30 12:30:00-05:00,280.42999267578125,281.7099914550781,280.135009765625,281.489990234375,3277580,0.0,0.0,0.0
2022-11-30 13:30:00-05:00,281.489990234375,290.4800109863281,280.7200012207031,290.010009765625,22312965,0.0,0.0,0.0
2022-11-30 14:30:00-05:00,290.04998779296875,291.4872131347656,288.7900085449219,291.4800109863281,14334111,0.0,0.0,0.0
2022-11-30 15:30:00-05:00,291.4700012207031,293.45001220703125,291.3599853515625,293.44000244140625,13357190,0.0,0.0,0.0
2022-12-01 09:30:00-05:00,293.17999267578125,295.75,291.17999267578125,291.3699951171875,19385119,0.0,0.0,0.0
2022-12-01 10:30:00-05:00,291.3599853515625,294.1099853515625,290.8999938964844,292.8399963378906,7961416,0.0,0.0,0.0
2022-12-01 11:30:00-05:00,292.8299865722656,293.6400146484375,291.8800048828125,293.1388854980469,4930173,0.0,0.0,0.0
2022-12-01 12:30:00-05:00,293.14599609375,294.0799865722656,292.70001220703125,293.1000061035156,4478610,0.0,0.0,0.0
2022-12-01 13:30:00-05:00,293.1099853515625,293.95001220703125,292.8699951171875,293.7200012207031,2963576,0.0,0.0,0.0
2022-12-01 14:30:00-05:00,293.7099914550781,294.6400146484375,293.4800109863281,293.7749938964844,4481443,0.0,0.0,0.0
2022-12-01 15:30:00-05:00,293.7699890136719,294.6700134277344,293.6600036621094,293.7200012207031,4927400,0.0,0.0,0.0
2022-12-02 09:30:00-05:00,288.5400085449219,291.158203125,288.3599853515625,290.07000732421875,18689414,0.0,0.0,0.0
2022-12-02 10:30:00-05:00,290.05999755859375,290.8500061035156,289.3699951171875,290.6300048828125,9377607,0.0,0.0,0.0
2022-12-02 11:30:00-05:00,290.625,291.79998779296875,290.3299865722656,290.8800048828125,5138204,0.0,0.0,0.0
2022-12-02 12:30:00-05:00,290.8900146484375,291.0299987792969,289.79998779296875,290.5350036621094,3647670,0.0,0.0,0.0
2022-12-02 13:30:00-05:00,290.5400085449219,291.0,290.17999267578125,290.75,2586953,0.0,0.0,0.0
2022-12-02 14:30:00-05:00,290.7300109863281,293.45001220703125,290.531494140625,292.5799865722656,5921650,0.0,0.0,0.0
2022-12-02 15:30:00-05:00,292.5799865722656,292.739990234375,291.6099853515625,292.6099853515625,4081962,0.0,0.0,0.0
2022-12-05 09:30:00-05:00,290.3800048828125,291.67999267578125,289.010009765625,289.55999755859375,9584124,0.0,0.0,0.0
2022-12-05 10:30:00-05:00,289.5199890136719,291.1600036621094,289.0,289.69000244140625,5099347,0.0,0.0,0.0
2022-12-05 11:30:00-05:00,289.69000244140625,289.7301025390625,288.3399963378906,288.95001220703125,4484149,0.0,0.0,0.0
2022-12-05 12:30:00-05:00,288.9150085449219,289.0299987792969,287.739990234375,288.28900146484375,3569145,0.0,0.0,0.0
2022-12-05 13:30:00-05:00,288.27239990234375,288.6549987792969,286.80999755859375,286.8999938964844,4051457,0.0,0.0,0.0
2022-12-05 14:30:00-05:00,286.8999938964844,286.9700012207031,286.1499938964844,286.4700012207031,4268367,0.0,0.0,0.0
2022-12-05 15:30:00-05:00,286.4800109863281,287.69000244140625,286.4700012207031,287.5199890136719,5231433,0.0,0.0,0.0
2022-12-06 09:30:00-05:00,287.4800109863281,287.6199951171875,282.91009521484375,283.3800048828125,11803208,0.0,0.0,0.0
2022-12-06 10:30:00-05:00,283.3900146484375,283.7300109863281,282.3999938964844,283.44000244140625,6990063,0.0,0.0,0.0
2022-12-06 11:30:00-05:00,283.45001220703125,283.739990234375,282.05499267578125,282.6365966796875,5320479,0.0,0.0,0.0
2022-12-06 12:30:00-05:00,282.6300048828125,282.92999267578125,281.5799865722656,281.6700134277344,4937248,0.0,0.0,0.0
2022-12-06 13:30:00-05:00,281.6600036621094,282.3251953125,280.6099853515625,280.6199035644531,6317394,0.0,0.0,0.0
2022-12-06 14:30:00-05:00,280.6199951171875,281.760009765625,280.2550048828125,280.45001220703125,7122545,0.0,0.0,0.0
2022-12-06 15:30:00-05:00,280.4599914550781,282.1300048828125,280.4200134277344,281.7300109863281,8042972,0.0,0.0,0.0
2022-12-07 09:30:00-05:00,280.4700012207031,282.57000732421875,278.78009033203125,280.75,14230090,0.0,0.0,0.0
2022-12-07 10:30:00-05:00,280.70001220703125,282.2200012207031,279.30999755859375,279.5199890136719,6858320,0.0,0.0,0.0
2022-12-07 11:30:00-05:00,279.489990234375,280.69000244140625,279.2300109863281,279.8482971191406,3974570,0.0,0.0,0.0
2022-12-07 12:30:00-05:00,279.8442077636719,281.6499938964844,279.6000061035156,281.3399963378906,3191544,0.0,0.0,0.0
2022-12-07 13:30:00-05:00,281.30999755859375,281.3599853515625,279.8214111328125,280.489990234375,3119611,0.0,0.0,0.0
2022-12-07 14:30:00-05:00,280.4800109863281,280.9599914550781,279.6199951171875,280.1257019042969,4706624,0.0,0.0,0.0
2022-12-07 15:30:00-05:00,280.1099853515625,280.7900085449219,280.0899963378906,280.42999267578125,4103088,0.0,0.0,0.0
2022-12-08 09:30:00-05:00,281.9100036621094,284.29998779296875,279.7900085449219,283.95001220703125,10963516,0.0,0.0,0.0
2022-12-08 10:30:00-05:00,283.95001220703125,284.489990234375,282.3399963378906,283.3599853515625,5587140,0.0,0.0,0.0
2022-12-08 11:30:00-05:00,283.375,283.989990234375,282.7497863769531,282.9200134277344,4217330,0.0,0.0,0.0
2022-12-08 12:30:00-05:00,282.92999267578125,284.0400085449219,282.70001220703125,284.0198974609375,4150974,0.0,0.0,0.0
2022-12-08 13:30:00-05:00,284.0400085449219,284.8399963378906,282.2300109863281,282.94000244140625,5278237,0.0,0.0,0.0
2022-12-08 14:30:00-05:00,282.94000244140625,284.2850036621094,282.6099853515625,284.1600036621094,4792512,0.0,0.0,0.0
2022-12-08 15:30:00-05:00,284.1600036621094,284.510009765625,283.010009765625,283.8800048828125,3549622,0.0,0.0,0.0
2022-12-09 09:30:00-05:00,282.80999755859375,284.2699890136719,281.5899963378906,283.5130920410156,15056066,0.0,0.0,0.0
2022-12-09 10:30:00-05:00,283.5299987792969,285.5799865722656,283.4700012207031,284.92999267578125,6648843,0.0,0.0,0.0
2022-12-09 11:30:00-05:00,284.9100036621094,285.6400146484375,284.3599853515625,285.0,4034077,0.0,0.0,0.0
2022-12-09 12:30:00-05:00,285.010009765625,285.6099853515625,283.54998779296875,284.010009765625,5498917,0.0,0.0,0.0
2022-12-09 13:30:00-05:00,284.0,284.5600891113281,283.5,284.32501220703125,5269547,0.0,0.0,0.0
2022-12-09 14:30:00-05:00,284.3299865722656,284.55999755859375,283.8299865722656,283.8500061035156,2863046,0.0,0.0,0.0
2022-12-09 15:30:00-05:00,283.8550109863281,284.0285949707031,281.989990234375,282.0899963378906,5509249,0.0,0.0,0.0
2022-12-12 09:30:00-05:00,282.6199951171875,283.0235900878906,281.4200134277344,282.20001220703125,9568914,0.0,0.0,0.0
2022-12-12 10:30:00-05:00,282.2049865722656,282.8900146484375,281.1600036621094,282.4049987792969,5106272,0.0,0.0,0.0
2022-12-12 11:30:00-05:00,282.4100036621094,282.82000732421875,281.95001220703125,282.44000244140625,3022870,0.0,0.0,0.0
2022-12-12 12:30:00-05:00,282.44000244140625,283.3999938964844,282.1600036621094,282.55010986328125,3827488,0.0,0.0,0.0
2022-12-12 13:30:00-05:00,282.54998779296875,283.0899963378906,282.3999938964844,282.8500061035156,2387831,0.0,0.0,0.0
2022-12-12 14:30:00-05:00,282.8450012207031,284.9800109863281,282.55999755859375,284.7806091308594,5324334,0.0,0.0,0.0
2022-12-12 15:30:00-05:00,284.7900085449219,285.6400146484375,284.3399963378906,285.6099853515625,4484951,0.0,0.0,0.0
2022-12-13 09:30:00-05:00,296.3599853515625,296.875,292.010009765625,292.44000244140625,28071559,0.0,0.0,0.0
2022-12-13 10:30:00-05:00,292.4599914550781,292.94000244140625,290.70001220703125,291.9110107421875,9637107,0.0,0.0,0.0
2022-12-13 11:30:00-05:00,291.9200134277344,292.9700012207031,286.6000061035156,286.9200134277344,10403935,0.0,0.0,0.0
2022-12-13 12:30:00-05:00,286.94000244140625,288.6600036621094,285.9100036621094,288.4599914550781,9357007,0.0,0.0,0.0
2022-12-13 13:30:00-05:00,288.4599914550781,289.05999755859375,287.2900085449219,288.4800109863281,5743352,0.0,0.0,0.0
2022-12-13 14:30:00-05:00,288.4599914550781,289.9100036621094,286.7799987792969,288.5,6663105,0.0,0.0,0.0
2022-12-13 15:30:00-05:00,288.5,289.6199951171875,288.2200012207031,288.7200012207031,7010049,0.0,0.0,0.0
2022-12-14 09:30:00-05:00,288.04998779296875,290.7699890136719,288.0400085449219,290.5,8095691,0.0,0.0,0.0
2022-12-14 10:30:00-05:00,290.5,291.04998779296875,289.8500061035156,290.8500061035156,5348017,0.0,0.0,0.0
2022-12-14 11:30:00-05:00,290.8500061035156,291.2099914550781,289.6000061035156,289.8399963378906,3199875,0.0,0.0,0.0
2022-12-14 12:30:00-05:00,289.82000732421875,290.25,289.4100036621094,290.0199890136719,3069040,0.0,0.0,0.0
2022-12-14 13:30:00-05:00,290.0299987792969,291.4100036621094,285.2799987792969,286.7900085449219,13542027,0.0,0.0,0.0
2022-12-14 14:30:00-05:00,286.739990234375,290.0299072265625,283.19000244140625,285.7773132324219,20994098,0.0,0.0,0.0
2022-12-14 15:30:00-05:00,285.760009765625,287.69000244140625,284.989990234375,286.4327087402344,7484852,0.0,0.0,0.0
2022-12-15 09:30:00-05:00,282.5,283.010009765625,278.55999755859375,279.1199951171875,14904094,0.0,0.0,0.0
2022-12-15 10:30:00-05:00,279.06500244140625,279.55999755859375,276.9700012207031,277.82000732421875,9632190,0.0,0.0,0.0
2022-12-15 11:30:00-05:00,277.8349914550781,278.1300048828125,276.9800109863281,277.5199890136719,5787638,0.0,0.0,0.0
2022-12-15 12:30:00-05:00,277.5199890136719,277.95001220703125,275.8699951171875,276.239990234375,6093432,0.0,0.0,0.0
2022-12-15 13:30:00-05:00,276.2300109863281,276.6199951171875,275.6700134277344,276.05999755859375,5194465,0.0,0.0,0.0
2022-12-15 14:30:00-05:00,276.07000732421875,277.8900146484375,276.04998779296875,277.7300109863281,6976681,0.0,0.0,0.0
2022-12-15 15:30:00-05:00,277.7300109863281,277.7778015136719,276.239990234375,276.9200134277344,8115341,0.0,0.0,0.0
2022-12-16 09:30:00-05:00,275.75,277.7699890136719,274.07000732421875,274.08990478515625,13627805,0.0,0.0,0.0
2022-12-16 10:30:00-05:00,274.0950012207031,274.69000244140625,273.3100891113281,273.54998779296875,14161369,0.0,0.0,0.0
